Division,season,n,skew_exante,p_fav_dv
DEN,2022,193,0.252341332331123,0.4729390424522543
DEN,2023,193,0.18223913423058763,0.5071753447166527
DEN,2024,157,0.14431711558557236,0.5191358762492498
E0,2005,329,0.22871436273994375,0.5135020010689132
E0,2006,394,0.16744014001820084,0.5295880090835599
E0,2007,371,0.1967348315910508,0.5241546214029068
E0,2008,379,0.16329712500339502,0.5380877766323947
E0,2009,378,0.17790839161603514,0.5398342785427053
E0,2010,374,0.14537244869035,0.548402387225417
E0,2011,377,0.166670624115583,0.5375114517798762
E0,2012,391,0.13749268172523024,0.5402739415235756
E0,2013,372,0.13740794922596486,0.5438423400860934
E0,2014,380,0.15437152705825102,0.5465055560290967
E0,2015,380,0.20794581909689133,0.5230264299152779
E0,2016,378,0.17708064796412942,0.5317560301152128
E0,2017,401,0.1550436489022213,0.566094908940967
E0,2018,371,0.19619447388746072,0.5610046147865155
E0,2019,379,0.1598089888230086,0.5615092477071345
E0,2020,336,0.16964895787942316,0.5400130663961263
E0,2021,408,0.16768511453482388,0.5463778741879223
E0,2022,361,0.1736727134331099,0.5474228975290195
E0,2023,412,0.14682810246963426,0.548996150576519
E0,2024,372,0.12936137899157368,0.5581161965764286
E0,2025,192,0.11115158507884214,0.5536919148771936
E1,2005,465,0.25707217999636506,0.46833472474709215
E1,2006,544,0.2737474009474342,0.46343413164498737
E1,2007,539,0.2634150302897612,0.4669546303422523
E1,2008,565,0.27602460761880465,0.4610061863448092
E1,2009,521,0.2731091510686979,0.4658968569379055
E1,2010,543,0.2834616312729405,0.4648859964425845
E1,2011,566,0.26410384313598906,0.4719999981383908
E1,2012,564,0.2678695050449334,0.4671974953289722
E1,2013,528,0.2914986076232219,0.4593314250115636
E1,2014,565,0.276749062576104,0.46681987877206166
E1,2015,551,0.27470096942062294,0.4725517777447557
E1,2016,551,0.2853232036876301,0.46931338842572434
E1,2017,566,0.267882374153313,0.4737107602421558
E1,2018,552,0.27460750887034946,0.47825730989411874
E1,2019,550,0.26890133571775593,0.4757782319528975
E1,2020,513,0.3070798591784739,0.46200383019695707
E1,2021,573,0.3038289643810654,0.46034937506366663
E1,2022,569,0.2814247875637616,0.4677514753087664
E1,2023,554,0.24550937263273423,0.4808756523759993
E1,2024,536,0.2416280545595308,0.49123622733692135
E1,2025,266,0.2627794274196956,0.4844778969051517
E2,2005,431,0.25031595782381716,0.4638111254835928
E2,2006,555,0.27173228050280746,0.4604412555972357
E2,2007,524,0.26214404153259085,0.4665801173309185
E2,2008,559,0.2599020014165951,0.46951120258922113
E2,2009,556,0.25676374159276133,0.4771694809606205
E2,2010,506,0.2566384020419844,0.4808307989822648
E2,2011,593,0.2648725023500013,0.4668211746564906
E2,2012,568,0.2725259330104051,0.46779339013477705
E2,2013,537,0.2790686475741435,0.4663059485514772
E2,2014,548,0.2883529208177115,0.4646911380250403
E2,2015,559,0.2937531335612152,0.46421772117716786
E2,2016,559,0.2956063067545876,0.46127542481009526
E2,2017,561,0.2826981959803901,0.46774201455842057
E2,2018,553,0.29434048518689,0.46237746029145954
E2,2019,508,0.27339068621407747,0.47274572345285415
E2,2020,372,0.27651425050810424,0.4691633836741063
E2,2021,598,0.2815696386756128,0.4638527612928649
E2,2022,556,0.21803512715938583,0.4888544078546653
E2,2023,559,0.24270762813038688,0.48618039451094514
E2,2024,532,0.19102162062112304,0.49374654278799607
E2,2025,285,0.21575302619559025,0.49061022740964316
E3,2005,461,0.2499131732784904,0.4652744347773767
E3,2006,560,0.2781693008717737,0.457865630812068
E3,2007,523,0.2833514646051794,0.4614312816788021
E3,2008,556,0.2710933281330729,0.46295272100518825
E3,2009,550,0.27302679224160975,0.464742489229543
E3,2010,516,0.28508423412918044,0.4625248507715399
E3,2011,593,0.2724026886897236,0.46179309764317156
E3,2012,566,0.2629735308622123,0.46631745057811413
E3,2013,537,0.3271821666153007,0.44184780529005835
E3,2014,553,0.3516854560152262,0.43681611505659274
E3,2015,556,0.3000421433342759,0.4573453540388861
E3,2016,547,0.28545886294508027,0.4655905032715758
E3,2017,575,0.2827718588706527,0.4645098832165496
E3,2018,549,0.288946522980616,0.4610470752992343
E3,2019,535,0.3158834396535766,0.4502872709656995
E3,2020,402,0.3171544185971311,0.4485233781050599
E3,2021,565,0.3433145760637047,0.43692391413156173
E3,2022,566,0.3086170135064764,0.45213286411366754
E3,2023,570,0.26962666181064693,0.4707857380751117
E3,2024,528,0.22648858515788967,0.4779806572623999
E3,2025,282,0.25725436724864503,0.4716818106119799
EC,2011,304,0.2315033425058762,0.47868771129733756
EC,2012,490,0.24003654841550534,0.48727978127748156
EC,2013,567,0.2390803414881008,0.4770574398587156
EC,2014,583,0.22511093247854805,0.4903325068174797
EC,2015,543,0.1847858360819962,0.49922249059029683
EC,2016,544,0.20580727821489295,0.49218800992062955
