,ret_fav
2021-04-27,0.22659389653731754
2021-05-03,0.2184094851931143
2021-05-09,0.1374229945342322
2021-05-15,0.12945962038668132
2021-05-22,0.16935392811205685
2021-06-03,0.2086723848456354
2021-06-30,0.29709524793344116
2021-07-18,0.30952484073970954
2021-07-31,0.25766975312476825
2021-08-08,0.2253670193527974
2021-08-15,0.21591082790915267
2021-08-21,0.22510652632592354
2021-08-28,0.2856725994277346
2021-08-30,0.26823816995488975
2021-09-11,0.29411394607352587
2021-09-18,0.2712877762734473
2021-09-21,0.2532749645863607
2021-09-25,0.2999962039319777
2021-10-01,0.2384024968264196
2021-10-05,0.3061403357578036
2021-10-16,0.24811545769958954
2021-10-21,0.24432332479159025
2021-10-24,0.2587409008044139
2021-10-30,0.2280815198153592
2021-11-03,0.22099597142600644
2021-11-09,0.23527854912545387
2021-11-20,0.26415584653671725
2021-11-25,0.1996116071644277
2021-11-28,0.22465527436709753
2021-12-05,0.1875438243589491
2021-12-11,0.15016181196852266
2021-12-18,0.19635304426737707
2021-12-29,0.2419904077179795
2022-01-09,0.24847336497515055
2022-01-16,0.30166247429865134
2022-01-23,0.3459290813632042
2022-02-04,0.2793092668347036
2022-02-07,0.2776715888350109
2022-02-12,0.25110785084439424
2022-02-19,0.2105230074336846
2022-02-26,0.2487110183230359
2022-02-28,0.2624776884138876
2022-03-06,0.2092757960584448
2022-03-12,0.19623206185227754
2022-03-18,0.18014651216983105
2022-03-20,0.14286147844172198
2022-04-03,0.17223166048405708
2022-04-09,0.20322262157445983
2022-04-15,0.21770898627483537
2022-04-18,0.2092596180911289
2022-04-23,0.25107134774345413
2022-04-30,0.25055046913439083
2022-05-06,0.24220141563060532
2022-05-11,0.2771523170597258
2022-05-16,0.2442446376858726
2022-05-28,0.20150977216856567
2022-06-15,0.1976159332302916
2022-07-05,0.19347953540774482
2022-07-20,0.23795043127990104
2022-07-30,0.23787057106726972
2022-08-06,0.24464922802875186
2022-08-13,0.2686263165511253
2022-08-18,0.19708029634886967
2022-08-21,0.16268545431730738
2022-08-27,0.18139131045727389
2022-09-03,0.12313258096078016
2022-09-07,0.16929552750339283
2022-09-13,0.17562858954898386
2022-09-18,0.13999214285640266
2022-10-01,0.20864327956018933
2022-10-05,0.19954797895488818
2022-10-09,0.22279854525809578
2022-10-15,0.2574545498500044
2022-10-22,0.20126692512310182
2022-10-25,0.1904452018445424
2022-10-30,0.24277803905008374
2022-11-05,0.2364302726146525
2022-11-12,0.3176657405923297
2022-11-19,0.3218797885148982
2022-12-08,0.26151372632027226
2022-12-26,0.26279588044710905
2023-01-02,0.21566618101266913
2023-01-10,0.1823521079708868
2023-01-16,0.21553289994132485
2023-01-28,0.24082195253243088
2023-02-04,0.25757566201452037
2023-02-07,0.27631166683038844
2023-02-13,0.1783216577416645
2023-02-19,0.1539469807851286
2023-02-25,0.09525243553137795
2023-03-04,0.0779782558983075
2023-03-09,0.18811617665818545
2023-03-12,0.2042505243393618
2023-03-19,0.20579769131181708
2023-04-01,0.26253248423585446
2023-04-07,0.20779236709243928
2023-04-10,0.21263405398895815
2023-04-15,0.2396384448956277
2023-04-22,0.17628454885446737
2023-04-24,0.19320231235378368
2023-04-30,0.08868372771075565
2023-05-06,0.06051375421884113
2023-05-13,0.10542444104980704
2023-05-19,0.10751779057294285
2023-05-25,0.2050717207247414
2023-06-02,0.23358687895043856
2023-06-25,0.1842701132945399
2023-07-16,0.25387801683779115
2023-08-04,0.21487155535148025
2023-08-11,0.1893958369207234
2023-08-18,0.22535044352615963
2023-08-20,0.1655108189328725
2023-08-27,0.23477531255780462
2023-09-02,0.2568386121888825
2023-09-12,0.2689938873205803
2023-09-17,0.27243182640903385
2023-09-23,0.20925445984037663
2023-09-27,0.17739770162936414
2023-10-01,0.22688457683645644
2023-10-07,0.2289200273016577
2023-10-21,0.2548114038779417
2023-10-24,0.2928375494540538
2023-10-28,0.25011892201575747
2023-11-04,0.3166923261320154
2023-11-11,0.28883054588732626
2023-11-25,0.24945235241256503
2023-11-28,0.23294504942462727
2023-12-03,0.16096026390778143
2023-12-10,0.15793268491732435
2023-12-17,0.191619988932142
2023-12-26,0.2537035547692324
2024-01-04,0.2730158918998124
2024-01-13,0.35709239938238574
2024-01-23,0.40789031530102837
2024-01-29,0.321183352356135
2024-02-04,0.3107054807203413
2024-02-11,0.24019204477168396
2024-02-17,0.2184271473052111
2024-02-24,0.2223980903591309
2024-03-02,0.16625990983744268
2024-03-05,0.1779800418802189
2024-03-10,0.1704859887242851
2024-03-17,0.19647219497804896
2024-03-30,0.2750931001623737
2024-04-03,0.32482793939082544
2024-04-08,0.3126108098263211
2024-04-13,0.29633223424416144
2024-04-20,0.2983752316034527
2024-04-24,0.1991421096946787
2024-04-28,0.16805625476866518
2024-05-05,0.13287550220078848
2024-05-12,0.12752140015775806
2024-05-19,0.18268021053273895
2024-05-26,0.21624258452261136
2024-06-16,0.23216065802833294
2024-07-07,0.25274785077052414
2024-07-22,0.21469555124774128
2024-08-10,0.16500338232465364
2024-08-17,0.22453376169591485
2024-08-24,0.1708807798011785
2024-08-31,0.16019647180502206
2024-09-07,0.21447436375761353
2024-09-15,0.19492665453598987
2024-09-21,0.2503029333410064
2024-09-24,0.26360287217644
2024-09-29,0.3075817009509151
2024-10-05,0.28963802159838264
2024-10-19,0.23436766236417614
2024-10-26,0.293345205233228
2024-11-03,0.23313205908656884
2024-11-10,0.2216472241534438
2024-11-26,0.20093433409722272
2024-12-05,0.18097797024173948
2024-12-09,0.16128707217853727
2024-12-21,0.2344745085251842
2024-12-29,0.2698811233542875
2025-01-11,0.24885383609734668
2025-01-19,0.2650135059434053
2025-01-31,0.2233246993465049
2025-02-08,0.20923363820630325
2025-02-16,0.22222104074089302
2025-02-26,0.27549300814510147
2025-03-08,0.23629830688322773
2025-03-15,0.21534568578559127
2025-03-29,0.22473700190762255
2025-04-06,0.21711644607461278
2025-04-18,0.2260781098373363
2025-04-26,0.22261982944356037
